CustomerID,Age,Gender,Country,SubscriptionType,MonthlySpend,ContractLength,TenureMonths,SupportTickets,LoginsPerMonth,FeatureUsageScore,Referral,Churn,MarketingSpend,DiscountApplied,AdSpend,Revenue
,28.0,Female,India,Standard,96.88391787219734,6.0,10.0,2.0,40.0,12.36906699232545,0.0,1.0,80.9705005855639,1.0,52.54913362014821,1256.56273382462
54.0,41.0,Male,India,Basic,99.43780721362002,12.0,54.0,1.0,16.0,,0.0,0.0,227.557949713127,0.0,187.23870336916622,1191.9921743322368
55.0,45.0,,India,Basic,31.57809869531418,24.0,9.0,0.0,9.0,75.41444519019419,0.0,0.0,205.7303900240101,0.0,176.9864898082063,272.36802688538035
56.0,44.0,Female,US,Standard,49.28809908033989,12.0,51.0,3.0,25.0,25.077486632039005,,1.0,201.8831552041964,0.0,154.86441182660593,476.7926615235385
57.0,26.0,Female,UK,Basic,53.92638506007032,6.0,10.0,2.0,17.0,,0.0,1.0,246.328748088658,1.0,203.2626686399681,713.9009741827781
58.0,31.0,Female,Germany,Basic,10.518930098173925,12.0,49.0,,21.0,52.87749646980302,1.0,1.0,178.03294744677694,0.0,148.98931202508405,304.8411972044275
59.0,38.0,Female,US,Standard,5.972117178560605,6.0,30.0,,15.0,8.959215381003938,1.0,0.0,262.99924589686424,1.0,220.37238323491434,163.69719598817372
60.0,44.0,Female,US,Standard,1.0444811597022825,12.0,9.0,1.0,19.0,71.10621590118188,0.0,0.0,243.44985426257912,0.0,172.0806840172104,141.2119011716943
61.0,30.0,Female,US,Basic,122.02448845494341,12.0,46.0,3.0,26.0,30.62796477666838,0.0,0.0,182.31328397621255,1.0,147.06584683477712,1573.0581035234381
62.0,33.0,Male,US,Basic,21.210481374170094,1.0,58.0,,19.0,58.785460062707294,0.0,1.0,274.30157320614205,0.0,222.47584777678318,194.74011789639604
63.0,23.0,,India,Basic,4.486987599882581,1.0,26.0,1.0,21.0,43.96209128550967,0.0,0.0,252.80486456502376,0.0,210.74078412355215,-23.825255719326023
64.0,43.0,Male,US,Standard,31.349246902769085,6.0,34.0,,19.0,8.932212559407215,1.0,0.0,,,117.4112918441551,398.6126797045771
65.0,43.0,Female,India,Standard,3.9318784068168378,1.0,35.0,4.0,12.0,97.82509250517748,0.0,0.0,219.0368177041154,0.0,,55.44525784531217
66.0,48.0,Male,US,Standard,4.455264902392734,12.0,27.0,0.0,20.0,0.12464798077118644,0.0,0.0,198.87490966510532,,159.34472221962687,95.2979386324096
67.0,34.0,Male,,Standard,33.55806707739825,12.0,20.0,5.0,17.0,93.28994817543787,0.0,1.0,181.026639183791,1.0,147.3833367436184,208.6077926898919
68.0,45.0,Male,US,,35.548926895399454,6.0,,2.0,31.0,69.82310633448904,0.0,0.0,111.70396195306523,0.0,94.37785232549946,476.07921421548787
69.0,38.0,Male,India,Basic,43.39206525506425,6.0,27.0,1.0,16.0,54.81666252795836,0.0,0.0,182.51434738671537,0.0,154.98138909541922,501.2664355624201
70.0,28.0,Female,US,Basic,53.40097484656029,6.0,41.0,1.0,16.0,82.8413924976027,0.0,0.0,169.39793587604956,0.0,137.5517343320581,666.6065818508517
71.0,38.0,Female,US,Premium,55.171298319218934,1.0,19.0,1.0,17.0,2.8593206268478277,0.0,0.0,108.79696356492471,1.0,76.1732993282757,818.3764286219621
72.0,50.0,Female,Germany,Basic,28.369506660531705,12.0,18.0,4.0,29.0,,0.0,0.0,162.3733380834122,1.0,120.12126910526248,270.5748901880403
73.0,34.0,Female,,Basic,51.57568871238423,6.0,50.0,5.0,14.0,59.9517531013696,1.0,1.0,130.80227040908005,0.0,76.87373085102543,927.9357884683561
74.0,50.0,Female,US,Basic,18.173452600845135,12.0,43.0,,23.0,53.25600724006502,,1.0,,0.0,182.91022805626451,154.64028837260815
75.0,8.0,Female,UK,Premium,29.107864186097288,12.0,41.0,2.0,20.0,54.959287789373526,0.0,0.0,124.24178885757694,1.0,99.92103503571634,566.7175501909051
76.0,63.0,Male,UK,Basic,24.98827140354452,12.0,12.0,2.0,15.0,85.3707477906245,0.0,0.0,237.05741483453497,1.0,188.37061313602536,282.0155098177592
77.0,67.0,Female,India,Basic,19.95750458459245,,40.0,,30.0,66.6185079618741,0.0,0.0,148.76713522105564,0.0,132.2878542160637,215.41448324642477
78.0,32.0,Male,India,Standard,13.627905949867076,12.0,18.0,3.0,15.0,35.3867157147878,0.0,0.0,,1.0,119.82246013342488,
79.0,35.0,Male,Germany,Basic,4.085400538698244,12.0,8.0,2.0,15.0,60.74760944367659,0.0,0.0,169.86182144863508,1.0,132.89345301343815,144.51754058212458
80.0,15.0,Female,US,Premium,35.25192795775542,12.0,36.0,0.0,1.0,69.65207456255469,0.0,1.0,176.90594934828914,0.0,149.20579530564535,534.1474342965346
81.0,32.0,Male,US,Basic,38.53254255487572,1.0,38.0,1.0,23.0,19.31873022416182,,1.0,186.20233484276295,1.0,156.05871959050472,567.496840893161
82.0,38.0,Male,US,Standard,20.48533284624042,1.0,,0.0,15.0,2.645919804975261,0.0,0.0,173.16868346457503,1.0,134.04475487804692,156.50404618526306
83.0,49.0,Male,Germany,Basic,186.16084062755704,12.0,16.0,3.0,12.0,50.380334595718814,0.0,0.0,155.03855041413885,1.0,140.5230231433671,2345.645196370446
84.0,29.0,Male,Canada,Premium,40.704897569265285,6.0,53.0,4.0,5.0,67.50370661882155,0.0,0.0,148.8438002562132,1.0,,
85.0,26.0,Male,Germany,Premium,109.91599235812161,6.0,13.0,2.0,22.0,86.87048758792089,0.0,0.0,147.27676113302138,0.0,116.55014181747867,1269.8411733507098
86.0,29.0,Male,Germany,Standard,42.2084242106797,6.0,26.0,0.0,23.0,58.20742519119572,0.0,0.0,162.8906838379192,1.0,143.2183878962213,325.553554948141
87.0,44.0,Female,Canada,Premium,10.530857574558848,6.0,48.0,1.0,9.0,58.7152568849582,1.0,0.0,176.7655984395192,0.0,137.15575732109184,154.63643490461305
88.0,38.0,Female,UK,Basic,183.69469424099753,1.0,,1.0,21.0,50.649547231821046,1.0,0.0,168.7889323140208,1.0,132.03218959943203,2322.8074218472702
89.0,29.0,Male,Germany,Premium,108.28702681964732,6.0,55.0,1.0,4.0,92.46447835284795,0.0,1.0,199.7576578980482,1.0,,1245.7222885110925
90.0,40.0,Female,,Standard,31.864216576980496,1.0,56.0,2.0,34.0,85.92574140116474,1.0,1.0,248.0649837492462,0.0,209.1269450950862,607.471102336319
91.0,35.0,Male,US,Premium,13.923425188798094,6.0,21.0,1.0,17.0,50.81391815281893,0.0,,211.20893486420283,0.0,173.2728566346563,277.3761494954149
92.0,44.0,Male,UK,Standard,12.594490734793814,24.0,52.0,2.0,23.0,67.67133454083725,,1.0,226.73738578293865,1.0,177.11491551967657,197.41948406992526
93.0,27.0,Male,UK,Basic,82.00012100670529,6.0,50.0,3.0,22.0,65.23672361034654,,0.0,72.67797320683297,0.0,67.39908014451042,1015.4687833805169
94.0,31.0,Female,Canada,Standard,3.58117060123531,12.0,21.0,0.0,31.0,24.784705234507488,1.0,0.0,207.2745792316118,0.0,162.59353605209918,-99.56379114542457
95.0,31.0,Male,Germany,Basic,50.81389402769443,1.0,8.0,5.0,19.0,23.74739450624356,1.0,0.0,204.1573848768996,0.0,168.94196013099986,767.3485842971482
96.0,20.0,Female,Germany,Standard,51.10130526993112,12.0,33.0,3.0,11.0,99.90795429335375,,0.0,253.86008741898627,1.0,212.6368019920832,671.9149305982107
97.0,37.0,Female,Canada,Basic,10.072438932207074,6.0,6.0,3.0,23.0,82.26921355672839,0.0,1.0,310.43962814750057,1.0,260.27170141258705,14.665639274904407
98.0,37.0,Female,India,Basic,61.0241455300538,6.0,50.0,1.0,30.0,74.619503558224,0.0,0.0,238.05386976553373,1.0,,797.5957316238377
99.0,68.0,,US,Premium,61.10790617174919,12.0,2.0,2.0,29.0,92.4625896958084,0.0,0.0,252.47466114494236,0.0,210.68058065995316,685.5854599700788
100.0,62.0,Female,US,Premium,21.54152027957111,6.0,8.0,2.0,12.0,72.90283069977241,1.0,0.0,217.7355172234393,1.0,187.20127120183543,22.75399918643822
101.0,20.0,Male,India,Premium,33.02198864216462,6.0,6.0,1.0,14.0,80.3455769839387,0.0,1.0,276.73442138050626,0.0,232.70971441921984,421.8408592138809
102.0,30.0,Male,India,Standard,89.41733032843673,1.0,6.0,7.0,21.0,28.825020100548848,0.0,1.0,204.7606233497946,1.0,147.38345516461146,1094.3690411720866
103.0,60.0,Female,India,Standard,37.02800838771411,,22.0,3.0,26.0,50.78949954660676,0.0,0.0,183.54953030398244,0.0,148.12800880825776,421.2575856650855
104.0,26.0,Female,India,Standard,48.1373007044381,12.0,25.0,3.0,5.0,42.736721661202346,0.0,0.0,210.56794032832013,1.0,181.01416787894945,
105.0,33.0,Male,Canada,Basic,26.61690589391447,24.0,46.0,,21.0,32.59419575636841,0.0,1.0,154.76842817633718,0.0,139.53755243529935,317.0923801563959
,39.0,Male,US,,8.102369044415019,1.0,31.0,0.0,24.0,74.1876756994897,0.0,0.0,55.53944545750903,0.0,46.96507407167742,92.14860196405773
107.0,53.0,Male,Germany,Premium,312.4245764982124,6.0,35.0,1.0,15.0,45.77894093083859,0.0,0.0,155.31336037704307,0.0,108.09646085118692,3742.80876588712
108.0,36.0,Male,Canada,Standard,37.914856592620254,,50.0,2.0,22.0,91.5150070292182,0.0,1.0,261.36487637010066,0.0,224.03252109331527,347.0336052004619
109.0,37.0,,India,Premium,20.5072868656512,1.0,5.0,3.0,32.0,39.9513759841973,0.0,1.0,220.22485264459436,1.0,157.91280795443836,273.181210316581
110.0,34.0,Female,India,Standard,62.551006454930594,6.0,22.0,6.0,24.0,43.84678962448258,1.0,0.0,262.5796061554887,0.0,201.83933807307363,712.4813458510422
111.0,15.0,Female,Germany,Basic,48.48744558911493,12.0,57.0,0.0,14.0,89.04579899260179,0.0,0.0,200.2251108747535,0.0,152.02183253357322,591.6355639199078
112.0,34.0,Female,,,13.25744511822447,1.0,48.0,3.0,25.0,,0.0,1.0,,0.0,114.74930314718614,215.24910417444937
113.0,35.0,Female,US,Basic,104.74827055073138,12.0,25.0,,12.0,51.729757605456584,0.0,1.0,206.30074617649245,1.0,173.91957283662785,1387.8199835980354
114.0,59.0,Female,US,Standard,,1.0,18.0,3.0,24.0,24.912419816573728,1.0,0.0,167.74984166575445,0.0,121.75729962537513,35.487138278900645
115.0,33.0,Male,US,Basic,46.53194022597503,12.0,9.0,2.0,24.0,42.93304021917089,0.0,0.0,175.2767880508643,0.0,,354.66730565301026
116.0,38.0,Male,US,Standard,32.49370480274731,12.0,,3.0,43.0,66.83474479894949,0.0,0.0,262.3373986746958,1.0,226.95924051003533,401.7822946848487
117.0,54.0,Female,US,Standard,19.150829638540298,6.0,29.0,1.0,27.0,61.95529104701174,0.0,0.0,264.67295238521535,1.0,207.01483960478026,268.7458374897972
118.0,23.0,Female,US,,87.54435073799591,12.0,54.0,4.0,18.0,34.07615587056387,0.0,0.0,176.0683409977242,,143.56970044385469,
119.0,46.0,Male,UK,Standard,53.395969733598825,1.0,33.0,3.0,18.0,31.833576018555696,0.0,0.0,203.6773016852336,0.0,161.01385777228214,732.3743529714698
120.0,40.0,Other,,Basic,,1.0,43.0,1.0,17.0,36.66196702008848,0.0,,215.18185058836016,0.0,151.19401663305808,690.3829631507817
121.0,42.0,Male,UK,Standard,26.778012796178118,1.0,8.0,1.0,17.0,73.92983753135503,1.0,0.0,226.81660108097523,0.0,191.5706700208789,373.6257028987916
122.0,25.0,Male,Canada,Premium,142.71018706634206,6.0,40.0,0.0,15.0,44.64534073117967,1.0,0.0,230.2352462644175,1.0,171.07661031893994,1788.2870230245444
123.0,49.0,Male,Germany,Basic,21.13489385403825,1.0,56.0,4.0,37.0,14.575121262877587,0.0,0.0,215.37689976102575,1.0,168.2895288614922,273.93957360230974
124.0,20.0,Male,UK,Basic,37.862415143785356,6.0,13.0,4.0,11.0,91.79734144005664,0.0,0.0,250.181800963108,1.0,,446.2862438428971
125.0,40.0,Female,India,Basic,135.64066016916595,1.0,8.0,3.0,21.0,34.27897652696331,0.0,1.0,215.27730492309166,0.0,173.06550255105464,1667.097662286098
126.0,56.0,Female,US,,4.3426944451551535,1.0,48.0,4.0,13.0,,0.0,0.0,141.12370799387497,0.0,119.007880251292,134.2274439027521
127.0,25.0,Male,Germany,Standard,5.7599060620489455,24.0,58.0,,21.0,50.78971783025747,,1.0,255.01854169916422,0.0,194.84318586777917,172.81621949833905
128.0,29.0,Female,Canada,Premium,257.3895164104786,12.0,53.0,2.0,18.0,71.56971088626348,0.0,0.0,165.7141350218353,0.0,146.0639981976355,2921.513694203719
129.0,35.0,Female,India,Standard,177.70197057967164,1.0,50.0,3.0,16.0,28.550231315166354,0.0,0.0,157.05556581104406,,120.32510838376933,2244.6909829763777
130.0,29.0,Female,US,Basic,73.85508796806704,12.0,41.0,1.0,25.0,77.09798097896079,0.0,1.0,218.44330531436242,1.0,185.26442528398684,906.4102654163491
131.0,19.0,Female,,Standard,33.10067280954832,12.0,44.0,3.0,29.0,0.2903139272802169,0.0,0.0,207.02432823401065,0.0,162.02383641618155,346.1474272878802
132.0,35.0,Male,US,,35.26714723791699,1.0,27.0,3.0,14.0,74.11701569631951,0.0,1.0,264.34471982652093,1.0,198.3924682758261,446.77025937083914
133.0,24.0,Female,US,Basic,14.86728903744326,6.0,54.0,2.0,21.0,16.790619353394888,1.0,,137.9784670517059,0.0,117.52291641236187,
134.0,39.0,Male,Germany,Basic,28.34608623259766,24.0,3.0,5.0,13.0,18.551868564033512,0.0,1.0,234.60366489651074,0.0,176.7559339390925,250.4829831779297
135.0,25.0,Female,India,Basic,28.224452714926358,12.0,33.0,0.0,16.0,54.150561326377556,1.0,0.0,127.37528700944846,,104.73739873095164,330.083992972932
136.0,50.0,Male,UK,Basic,,12.0,31.0,2.0,13.0,30.743590973508894,1.0,0.0,231.8422880757132,0.0,180.12725473644335,91.34460654660535
137.0,27.0,Female,Canada,Basic,30.179787348777854,6.0,28.0,,21.0,13.88813154687587,1.0,0.0,102.95842051001893,0.0,74.17317568186711,284.40241506292637
138.0,31.0,Female,,Basic,,12.0,21.0,5.0,22.0,18.16188242921384,1.0,1.0,355.44484425104656,0.0,296.90676088332265,397.7480150185859
139.0,43.0,Male,India,Basic,54.79826588392177,6.0,52.0,3.0,22.0,90.8587752892278,0.0,0.0,180.0014379124945,1.0,145.0354963114934,566.766201373926
140.0,22.0,Male,US,Standard,36.33032909175486,12.0,29.0,1.0,21.0,70.76648834305726,0.0,0.0,211.15312873679989,0.0,175.18535862335187,512.8398822552605
141.0,35.0,Female,US,Basic,98.91033188841112,12.0,29.0,0.0,21.0,15.483810414812426,0.0,1.0,203.26570429119468,,157.37022525109543,1194.0053145916722
142.0,48.0,Female,Germany,,22.90864052879775,1.0,52.0,2.0,14.0,,0.0,0.0,152.36682072222337,1.0,128.42729048961033,243.5473013933156
143.0,18.0,Male,,Basic,26.357709881474005,12.0,9.0,1.0,4.0,95.69837005288888,0.0,,206.1936963571963,1.0,179.39942365593487,285.98314988414654
144.0,36.0,Female,US,Standard,42.37118667531997,12.0,22.0,1.0,19.0,10.223641508675385,0.0,0.0,191.7959413401208,1.0,141.23706015190933,518.2611229975396
145.0,37.0,Male,US,Standard,11.327638085632863,1.0,8.0,1.0,30.0,70.99229527096125,0.0,1.0,177.4554171865083,1.0,141.01205749617384,-65.32148256918978
146.0,42.0,Male,India,Premium,25.002369705106958,6.0,57.0,3.0,23.0,26.965576596844056,0.0,0.0,237.60732030182226,0.0,193.46035998888826,303.99638272389655
147.0,22.0,Male,India,Premium,57.94478924441147,12.0,45.0,3.0,9.0,53.693269410530895,0.0,0.0,123.04481159027966,0.0,99.62558034525216,714.9487245292224
148.0,21.0,Male,UK,Basic,26.53515553156225,24.0,17.0,3.0,21.0,22.900776654542653,0.0,0.0,262.18643963709235,0.0,191.60443898575747,340.16357581635674
149.0,40.0,Female,India,Basic,118.55203580371587,12.0,23.0,0.0,9.0,14.26730059767225,0.0,1.0,191.05282814686734,0.0,149.57288576447027,1224.7463136392748
150.0,37.0,Other,US,Basic,47.76464116860219,1.0,39.0,2.0,22.0,55.14384082451173,0.0,1.0,157.16007810100135,1.0,121.26161873871499,632.956097695815
151.0,37.0,Male,India,Premium,8.348071488596046,6.0,30.0,0.0,21.0,83.15913351515172,1.0,1.0,257.64754429852644,0.0,203.2246766493103,11.540228617290666
152.0,38.0,Female,Canada,Standard,33.41729854594298,1.0,15.0,2.0,10.0,96.56652251194467,0.0,1.0,254.2833221619076,0.0,179.32248888140612,474.86914415350424
,28.0,Male,US,Basic,72.36143498378044,12.0,14.0,1.0,17.0,80.91979920316882,0.0,0.0,141.31950961112432,,117.48202767761624,958.1417100201454
154.0,37.0,Female,UK,Basic,51.54934072505998,12.0,25.0,0.0,13.0,26.025207300714413,0.0,0.0,210.8272269202837,,186.68030422705345,814.7572705991604
155.0,37.0,Male,India,Basic,108.2558863059921,12.0,16.0,3.0,28.0,63.75441133542662,0.0,0.0,175.23993829360376,1.0,132.74634542153186,1134.240430562518
156.0,27.0,Female,UK,Basic,69.31129747752409,,49.0,1.0,34.0,13.67521047754926,1.0,0.0,243.03841332963913,1.0,181.63529607107023,856.3460369041114
157.0,53.0,Female,US,Premium,3.1796829222413843,1.0,,2.0,6.0,41.2622648528438,1.0,0.0,156.1916837419297,0.0,125.86805686634536,-1.8851879452931186
158.0,39.0,Male,Canada,Standard,5.9680505198423335,1.0,18.0,2.0,19.0,14.878064594989427,0.0,0.0,157.4591307517369,0.0,135.28378089776047,1.782424445514664
159.0,23.0,Female,UK,Standard,52.455218931436676,24.0,32.0,2.0,12.0,77.12932379140415,1.0,0.0,186.10949708562308,0.0,148.13372971109442,630.5745128955537
160.0,41.0,Male,Germany,Basic,13.617212264319523,12.0,46.0,0.0,14.0,14.966985373780538,0.0,1.0,198.74142579781284,1.0,170.64170363775065,182.4930455363107
161.0,25.0,Male,US,Basic,44.31656440753523,6.0,38.0,3.0,28.0,74.1869362296344,0.0,1.0,,0.0,198.4533807550405,657.1721633043367
162.0,42.0,Male,UK,Standard,78.56319313391623,6.0,52.0,1.0,20.0,10.168445468550546,1.0,0.0,125.52545432165583,1.0,113.16612355049394,
163.0,46.0,Male,Germany,Standard,43.011069103015195,6.0,53.0,,23.0,54.424010340404536,0.0,1.0,133.97722422476886,1.0,97.43113296194743,376.7741903187647
164.0,26.0,Male,US,Basic,26.848947154830515,6.0,15.0,1.0,23.0,20.685192991159973,1.0,0.0,203.63193992984893,1.0,146.55399244916853,386.1578420594573
165.0,44.0,Male,US,Standard,51.96111241230707,1.0,37.0,2.0,18.0,14.907308479731384,0.0,0.0,239.0437082274202,,181.3025331867957,822.8277435519667
166.0,39.0,Male,UK,Premium,7.752021359440514,6.0,58.0,3.0,5.0,43.76577160739872,1.0,,220.8319323076018,1.0,154.03554900259644,198.58002135592017
167.0,43.0,Male,US,Basic,64.22444705722755,12.0,49.0,0.0,24.0,96.36169989034336,,0.0,261.8203663224867,1.0,209.28637541747398,638.7511104339101
